ID,response
10350271,"This person is a deeply habitual car user, primarily motivated by the unparalleled sense of freedom and flexibility their vehicle provides. They strongly believe their car allows them to go anywhere at any time, a perception that is the cornerstone of their travel choice. Although they are not a public transport user and lack detailed knowledge of the system, they hold a surprisingly positive abstract view of it, agreeing it makes the city better. Their decision to drive is cemented by the belief that using public transport would force them to cancel activities and is impractical when carrying bags. Unusually, this person is exceptionally tolerant of traffic, feeling no boredom when stuck, which removes a major psychological barrier to daily car use."
10350272,"This person is a non-user of public transportation, as evidenced by their ""not applicable"" responses to all questions regarding its use, schedules, and practicalities. Their primary mode of travel is likely as a passenger in a private vehicle, given they agree they can rely on family for rides. This behavior may be rooted in their upbringing, as they were frequently driven to activities by their parents when they were young. The person does not have a regular commute, as questions about the daily trip experience between home and work were irrelevant to them. Despite their reliance on cars, they hold a detached and utilitarian view, disagreeing that a beautiful car is important and feeling neutral about a car's ability to provide freedom or guarantee punctuality."
10359998,"This person is a captive and habitual car user, strongly feeling they have no alternative mode of transportation for their activities. Their reliance on the car is deeply ingrained, likely stemming from a childhood where they were driven by parents and have never been a regular public transport user. They value the car for its flexibility to go anywhere at any time, but view it as a functional tool rather than a status symbol and dislike the hassle of finding parking. The person has almost no practical knowledge of or experience with the public transport system, rendering most questions about its use inapplicable. Their car-centric behavior is further reinforced by a strong reliance on family members for rides if their primary mode is unavailable."
10360009,"This person is a deeply ingrained, habitual car user who perceives themselves as having no viable alternative for their daily travel. They strongly value the car for the freedom and flexibility it provides, even though they are neutral on its reliability for being on time and dislike traffic. This person views their commute as a productive and useful transition, suggesting they have adapted to the time spent traveling, likely by car. Public transport is viewed as inconvenient and restrictive, with perceived difficulties in understanding schedules and the belief that using it would force them to cancel other activities. Their lack of engagement with public transit is clear, as they do not use the internet to check schedules and consider knowledge of regular timetables to be not applicable to them."
10360011,"This person is a captive and habitual user of their current transport mode, likely a car, sticking to it not out of passion but from a strong belief that no viable alternatives exist. They value their travel time as a mental transition but are highly frustrated by the inefficiencies of travel, such as traffic and searching for parking. While they appreciate the car's flexibility to go anywhere at any time, they hold no sentimental or status-driven attachment to owning a ""beautiful"" vehicle. The person has a generally positive and capable view of public transport, but they perceive it as less convenient, potentially forcing them to cancel activities and requiring them to make undesirable transfers. Ultimately, their behavior is characterized by high inertia, as they rarely reconsider their mode choice and prioritize simple, direct journeys over multi-modal options."
10360013,"This person is a captive car user, strongly believing they have no viable transportation alternatives and valuing the car for the freedom and reliability it provides. Their travel behavior is deeply ingrained, likely stemming from being driven by parents as a child, and they now rarely reconsider their mode choice. They perceive significant practical barriers to using public transport, finding it especially difficult with children or bags and too restrictive for their activity schedule. This person has a profound lack of knowledge about the public transport system, finding schedules difficult to understand and being unfamiliar with routes. Despite the constraints of their mode, they have a positive attitude towards their commute, viewing it as a productive and useful transition in their day."
10360014,"This person is a captive and habitual car user who feels they have no other viable transportation alternative. They value their car for the freedom and reliability it provides, viewing their travel time as a productive transition in their day, despite a dislike for traffic and parking. The person holds a strongly negative view of public transport, perceiving it as highly impractical for carrying bags or traveling with children. This perception is reinforced by a significant knowledge gap, as they are completely unfamiliar with local public transport routes and schedules. Their current car dependency is likely a lifelong pattern, stemming from an upbringing where they were driven to all activities by their parents."
10360016,"This person is a deeply habitual and captive car user who strongly believes they have no other viable transportation alternatives. They value the car not for status but for the immense flexibility and perceived reliability it offers, enabling them to maintain their activities and schedule. Their avoidance of public transport is rooted in significant perceived barriers, such as difficulty with luggage, complex schedules, and a belief that it would limit their freedom. This person has very little practical knowledge of or experience with the public transport system and does not reconsider their mode choice. Despite the constraints of their travel mode, they have a resigned or even positive attitude towards their commute, viewing it as a useful transition and showing a surprising tolerance for traffic."
10360023,"This person is a captive car user, relying on their vehicle primarily because they strongly feel they have no other viable alternative. They value the car for the unparalleled freedom and flexibility it provides, rather than for status, but are aware of its downsides like the boredom of being stuck in traffic. While holding a positive attitude towards public transport's societal benefits, they are an inexperienced and unconfident user who finds the system and its schedules difficult to understand. Significant information barriers and practical concerns, such as traveling with luggage, prevent them from using public transport more frequently. Ultimately, their travel behavior is characterized by habit, as they do not frequently reconsider their mode choice and prefer familiar routines."
10360024,"This person is a confident, flexible, and multimodal traveler who actively and frequently reconsiders their mode of transport. They are a highly proficient and ideologically-supportive public transport user, comfortable with crowds and skilled at navigating the system with digital tools. The car is viewed pragmatically as a tool for freedom and accessing activities that public transport cannot, but it is not seen as a status symbol or a guarantee of punctuality. This person experiences very low travel-related stress, remaining unbothered by common frustrations like traffic, parking, or navigating unfamiliar areas. Ultimately, their choice of transport is a conscious trade-off, balancing the convenience of a default mode with the specific needs of each journey, such as carrying luggage or accommodating a complex schedule."
10360035,"This person is a captive car user, strongly believing they have no viable alternative for their trips and therefore do not reconsider their mode choice. While they perceive the car as offering freedom, they are a frustrated commuter who finds their trip unproductive, boring when in traffic, and an interference with other activities. They hold a generally positive attitude towards public transportation's societal benefits but are personally deterred by significant informational and practical barriers. A key obstacle is their inability to understand public transport schedules, which they find very difficult despite attempting to check them online. This behavior appears to be a deeply ingrained habit, likely stemming from a car-dependent upbringing and a resulting lack of knowledge and confidence in using the public transport system."
10360095,"This person is a habitual and captive car user, strongly feeling they have no other viable transportation alternative to their current mode. They highly value the car for the freedom it provides and its perceived reliability for being on time, despite a strong dislike for traffic and the hassle of parking. Their relationship with the car is purely functional, as they see it as a necessary tool rather than a status symbol. While they hold a positive societal view of public transport, they find it impractical, believing it would restrict their activities and are unfamiliar with its routes and schedules. This car-dependent behavior is deeply ingrained, likely stemming from a childhood where they were always driven, and they rarely reconsider their choice of transport."
10360113,"This person is a habitual car user who feels constrained in their travel options, believing they have no viable alternative to their current mode of transport. They highly value the car for the freedom and flexibility it provides, allowing them to go wherever and whenever they want. Public transportation is not a part of their travel routine, as they perceive it as difficult to use with children or luggage and believe it would restrict their ability to carry out their desired activities. While not concerned about the social aspects of public transit, they dislike changing transport modes during a trip and find bus schedules difficult to understand. This person likely does not have a regular work commute and relies on their car for other activities, with family available to provide rides if necessary."
10360122,"This person is a committed and captive car user, valuing its flexibility and reliability, and strongly feels they have no viable alternative mode of transport. Their attachment to the car is purely utilitarian rather than for status, and they exhibit strong modal inertia, rarely reconsidering their choice. Despite a positive abstract view of public transport's civic benefits, they are deterred by significant practical and cognitive barriers, such as carrying luggage, understanding schedules, and a lack of lifelong familiarity with the system. Unusually, they are not bothered by traffic congestion and have a strong social support network, relying on family members to drive them when needed. Overall, this person's behavior is reinforced by the car's perceived convenience and the complexity of alternatives, making a voluntary shift in travel mode highly unlikely."
10360139,"This person is a captive and habitual car user who strongly believes they have no viable alternative for their travel needs. They perceive their car as an essential tool for freedom and punctuality, allowing them to go anywhere at any time, which they believe is impossible with public transport. Public transportation is viewed as highly impractical and restrictive, with significant perceived barriers such as difficulty with children and luggage, complex schedules, and the high opportunity cost of canceling other activities. Their travel patterns are deeply ingrained, as they do not reconsider their mode choice and dislike transfers, preferring the simplicity of a single-mode journey. Although their commute is a necessary transition, it is an unproductive and burdensome part of their day that interferes with other desired activities."
10360159,"This person is a habitual car user who feels captive to this mode, strongly believing they have no viable alternatives for their daily travel. Their avoidance of public transportation is reinforced by significant perceived barriers, including the difficulty of traveling with children or luggage and a lack of knowledge about the system's routes and schedules. For them, the car is a purely functional tool valued for its flexibility and perceived reliability, not as a status symbol. They view their commute as a useful mental transition between activities, yet they do not use the time productively and are strongly bored by traffic. This person's travel patterns are deeply entrenched, as they dislike making transfers and can rely on family for rides, further reducing any incentive to explore other options."
10360162,"This person is a habitual and dependent car user, who perceives they have no real alternative for their travel needs. They strongly value the car for its reliability and freedom, and uniquely, they are not bothered by the challenge of finding a parking space. While they hold a positive, pro-social view of public transportation's role in the city, they are not a user and have little practical knowledge of the system. Their primary barriers to using public transit are cognitive, as they find schedules difficult to understand and feel easily disoriented in unfamiliar environments. Ultimately, this person relies heavily on their family for rides, suggesting their primary mode may be a car passenger rather than a driver."
10360177,"This person is a captive and highly habit-driven car user who strongly believes they have no viable transportation alternative and therefore never reconsiders their mode choice. They perceive the car as essential for providing freedom and flexibility, contrasting it sharply with public transport, which they believe would force them to cancel activities. While socially supportive of public transit, they are practically alienated from it, citing a profound lack of knowledge about routes and schedules and its difficulty when carrying bags or traveling with children. The person experiences their commute as a significant imposition on their time, yet paradoxically values the trip as a useful mental transition between home and work. Ultimately, this person is a pragmatic traveler who prioritizes simple, single-mode journeys and views their car as a functional tool rather than a status symbol."
10360193,"This person is a pragmatic and habitual car user who feels constrained by a lack of viable alternatives for their daily travel. They highly value the car's flexibility to go anywhere at any time, believing that using public transport would force them to cancel activities. Despite being well-informed about the public transport system, they find it impractical for their needs, particularly when carrying bags or traveling with children. The car is seen as a functional tool rather than a status symbol, and they actively strive to make their commute a useful and productive part of their day. Ultimately, this person prefers direct, single-mode journeys and has settled into a routine they do not frequently reconsider."
10360195,"This person is a habitual car user who strongly values the freedom, flexibility, and perceived reliability their vehicle provides. They feel captive to their current mode of transport, believing they have no viable alternatives for their travel needs. While they hold a positive societal view of public transportation, they personally find it restrictive and its schedules difficult to understand. Their choice is driven by pragmatism, prioritizing punctuality and control over the status of owning a beautiful car. This reliance on the car is further reinforced by a tendency to feel disoriented in unfamiliar places, making the private vehicle a comfortable and predictable option."
10360196,"This person is a habitual and dependent car user who strongly associates their vehicle with freedom and reliability. They feel they have no viable alternative to their car for their daily activities, viewing it as a necessity rather than a choice. While they hold a positive ideological view of public transport's role in the city, they are an infrequent and unconfident user, finding schedules difficult to understand. A significant barrier for them is the perception that using public transport would force them to cancel or limit their activities. Ultimately, their mode choice is pragmatic and fixed, driven by a need for convenience and control rather than by social status or a desire to reconsider their options."
10360202,"This person is a habitual car user who feels they have no viable alternative for their daily travel needs. Their reliance on the car is deeply ingrained, likely stemming from being driven by parents during childhood and not being a lifelong public transport user. While they appreciate the societal benefits of public transit, they perceive it as highly impractical for their personal life, citing major difficulties when traveling with children or carrying bags. Consequently, they lack detailed knowledge of the public transport network and feel it would restrict their ability to participate in activities. Ultimately, this person values the car as a purely functional tool that provides freedom and perceived reliability, and they are not inclined to reconsider their established travel patterns."
10360205,"This person is a constrained traveler who feels they have no alternative to their current transport mode, yet they frequently reconsider their choices, indicating a strong desire for more flexibility. They are a lifelong and ideologically supportive public transport user but find the system's schedules complex, forcing them to rely on digital tools rather than memorized knowledge. Their relationship with the car is pragmatic; they value its reliability and appearance but are keenly aware of its drawbacks, particularly the frustration of finding parking. This person views their commute as a useful mental transition but has a strong aversion to unproductive time, such as being stuck in traffic or the hassle of changing modes mid-journey. Ultimately, they are a confident and resourceful traveler whose behavior is shaped more by systemic limitations than by personal anxiety or lack of experience."
10360212,"This person is a captive and highly habitual car user who feels they have no viable alternative for their trips. They value the car for its perceived flexibility and reliability but are frustrated by the negative aspects of driving, such as traffic and the search for parking. Public transportation is viewed with strong negativity, seen as difficult to navigate with children or luggage and having incomprehensible schedules. This person is not a multimodal traveler, as they strongly dislike changing transport modes during a trip and do not reconsider their choice. Despite finding travel boring, they are pragmatic and utilize their commute time productively, likely through activities like phone calls or listening to audio content."
10360217,"This person is a captive, long-term public transport user who feels they have no other viable alternative for their regular trips. While ideologically supportive of public transport's role in the city, they find it practically limiting, believing it restricts their ability to do certain activities and that its schedules are sometimes complex. They have a negative view of car ownership, strongly disliking the stress of traffic and parking, but they recognize the car's superior flexibility for going anywhere at any time. This person is a pragmatic traveler who dislikes transfers and uses the internet to plan their necessary journeys, as they do not know schedules by heart. Overall, they see their commute as a useful transition but are frustrated by the constraints and potential delays associated with their limited transport options."
10360225,"This person appears to be a ""captive"" or reluctant traveler, feeling they have no real alternative to their current transport mode and therefore rarely reconsidering their choice. While they are ideologically supportive of public transit's community benefits, they are strongly deterred by its practical limitations, such as carrying bags, making transfers, and the belief that it would curtail their activities. They perceive the car as a tool for freedom but are not attached to it for status and are highly frustrated by its unreliability in traffic and the difficulty of parking. This person is a pragmatic and tech-savvy planner, using travel time productively and relying on the internet to navigate public transport schedules, which they know for their regular routes but find generally confusing. Finally, they are not a lifelong public transport user but have a strong family support network they can rely on for rides, providing a crucial alternative."
10360235,"This person is a pragmatic and captive car user, strongly believing they have no viable alternative to support their activity schedule. They value the car not as a status symbol, but as an essential tool for freedom and reliability, allowing them to go wherever and whenever they need. While they view their commute as a useful mental transition, they also find it to be a boring, unproductive, and intrusive part of their day. Their primary barriers to using public transport are practical, such as traveling with children or carrying bags, rather than social anxiety or a lack of basic route information. As a result, this person is not actively reconsidering their mode choice, preferring the seamless, single-mode journeys that their car provides."
10360236,"This person is a captive and habitual car user who feels they have no viable alternative for their travel needs. They highly value the car's freedom and reliability, believing it is essential for accomplishing all their activities, which they feel would be impossible with public transport. Despite their car dependency, they hold a positive societal view of public transportation and are knowledgeable about its routes and schedules. This person has a remarkably positive attitude towards their commute, viewing it as a productive and useful transition rather than a source of boredom or stress. Ultimately, their choice is pragmatic, as they dislike the hassles of parking and transfers and show no materialistic attachment to owning a beautiful car."
10360266,"This person is a captive and highly proficient public transport user who does not own a car and strongly disagrees with its perceived benefits of freedom and reliability. They feel they have no alternative to their current mode of transport, yet they are extremely comfortable and skilled in using the system, finding it easy to navigate. The person holds a positive, pro-social view of public transit and is well-adapted to its characteristics, feeling comfortable near strangers and using their travel time productively. Despite their independence and skill with public transport, they maintain a crucial social safety net, relying on family for car rides when necessary. This person's behavior suggests a lifestyle built entirely around non-car options, supplemented by their social network."
10360283,"This person is a ""captive"" public transport user who feels they have no alternative for their usual trips, a situation compounded by a strong discomfort with traveling in close proximity to strangers. They hold a pro-social view of public transit's benefit to the city, yet they are acutely aware of its practical limitations, agreeing that it forces them to cancel activities they could otherwise do with a car. The person is a pragmatic and tech-savvy traveler, using the internet to plan journeys rather than knowing schedules by heart, and they try to use their travel time productively. While not emotionally attached to cars as status symbols, they clearly recognize and value the freedom and perceived reliability a car offers. Despite feeling constrained, they are an active decision-maker who frequently reconsiders their mode choice, suggesting a desire for more flexibility than their current situation allows."
10360284,"This person appears to be a reluctant or ""captive"" user of their primary mode of transport, likely a car, who frequently reconsiders their options but feels they have no viable alternative. They value the car for its perceived freedom but are acutely aware of its downsides, strongly disliking traffic and the hassle of parking. While holding very positive attitudes towards public transit as a public good and being comfortable in crowds, they see it as a practical barrier that would force them to cancel activities. This person is a pragmatic and habitual traveler, knowing their regular public transport routes well but feeling disoriented in unfamiliar environments. Ultimately, they view transportation as a means to an end, showing no attachment to a car as a status symbol and being open to multi-modal trips to use their travel time productively."
10360285,"This person is a deeply habitual and experienced public transport user who does not reconsider their mode choice, sticking to a usual means of transport. Despite their competence with schedules and routes, they feel captive to their current mode, strongly believing they have no viable alternatives. The primary barrier to using public transport more is its perceived impracticality, as they believe it is difficult with children or bags and would force them to cancel activities they could do by car. While they value the car for its flexibility to go anywhere at any time, they are not attached to it as a status symbol and strongly dislike looking for parking. Ultimately, this person is a confident navigator who is comfortable traveling near strangers and views their commute as a useful mental transition rather than a time for productive tasks."
10360286,"This person is a pragmatic and habitual car user who strongly values the flexibility and freedom this mode offers over its status. They are an inexperienced and infrequent public transport user, deterred by a lack of system knowledge and a strong discomfort with traveling in close proximity to strangers. This person perceives public transport as a constraint that would force them to cancel activities, reinforcing their car dependency. Despite their reliance on the car, they are acutely aware of its drawbacks, expressing strong frustration with being stuck in traffic and a dislike for searching for parking. When they do need to use an unfamiliar mode like public transport, they are resourceful and rely on digital tools like the internet to plan their journey."
10360322,"This person is a habitual car user who feels captive to their vehicle, believing they have no other practical alternative for their needs. They highly value the car for the freedom and flexibility it provides, viewing it as a practical tool for ensuring punctuality rather than a status symbol. Although knowledgeable about the public transport system, they perceive it as impractical due to the difficulty of carrying items, traveling with children, and a dislike for transfers. This person views their necessary travel negatively, seeing it as a boring and unproductive chore that interferes with other aspects of their life. Their transportation habits are deeply ingrained and resistant to change, a pattern potentially influenced by being driven frequently as a child."
10360366,"This person appears to be a ""captive"" multimodal traveler, meaning they feel they have no alternative for their current mode (Mobil06) but do not rely on a single, usual means of transport for all their activities (Mobil07). They hold a very pragmatic and critical view of private cars, strongly disagreeing that they offer freedom, reliability, or status (Mobil12, Mobil13, Mobil14). The person is highly adaptable and comfortable with complex journeys, showing no aversion to changing transport modes during a trip (Mobil16). While they find their commute to be a useful mental transition (Mobil01), a significant practical barrier to using public transport is the difficulty of carrying bags or luggage (Mobil11). This person has a social support system for transportation, agreeing that they can rely on family for a ride when needed (Mobil21)."
10360414,"This person is a captive and habitual car user who strongly believes they have no alternative mode of transport for their daily activities. They highly value the car for the freedom and reliability it offers, allowing them to go wherever and whenever they choose. Despite viewing public transport as a societal good, they perceive it as impractical for their personal needs, citing difficulties with carrying luggage or traveling with children and a belief that it would restrict their activities. This person is profoundly unfamiliar with the public transport system, admitting to not knowing the routes or schedules, which presents a significant cognitive barrier to its use. Ultimately, their reliance on the car is reinforced by a lack of spatial confidence in unfamiliar towns and the perception that their commute time is simply an unproductive necessity."
10360415,"This person is a deeply entrenched, captive car user who strongly feels they have no alternative to their current transport mode and does not reconsider their choice. They highly value the car for the unparalleled freedom and reliability it offers, believing it allows them to go anywhere, anytime, and be on time. Public transportation is perceived as highly impractical and restrictive, with strong agreement that it is difficult to use with children or bags and would limit their activities. A significant barrier to using public transport is a profound lack of system knowledge, as they find schedules confusing and are unfamiliar with routes. This car dependency is a long-standing habit, likely rooted in a car-oriented upbringing, as they have never regularly used public transport in their life."
10360458,"This person is a captive car user who relies on their vehicle for its perceived freedom and reliability, feeling they have no other viable alternative. Despite this dependence, they are highly frustrated by the negative aspects of driving, such as being stuck in traffic and the hassle of finding parking. They have a history with public transport and are comfortable with fellow passengers, but find the system too complex, with schedules that are difficult to understand. The person perceives public transport as inflexible for their activity schedule and inconvenient for carrying luggage or making multi-stop trips. Ultimately, they are a creature of habit who strongly prefers direct, single-mode journeys and dislikes the complexity of transfers."
10360460,"This person is a captive and habitual car user who feels they have no alternative mode of transportation, a pattern likely established from a car-oriented upbringing. Despite their reliance on a car, they experience significant frustrations with driving, strongly disliking being stuck in traffic and the hassle of searching for parking. They hold a positive attitude towards public transit in principle but are prevented from using it by significant knowledge gaps, admitting they find schedules difficult and are unfamiliar with routes. The person values the car primarily for its flexibility to go anywhere at any time, not for status, and they dislike making transfers between different modes of transport. Ultimately, their behavior is characterized by strong inertia, as they rarely reconsider their travel choices and stick to their usual mode."
10360462,"This person is a captive car user, relying on their vehicle primarily for the freedom and reliability it offers and strongly believing they have no other viable alternative. Their relationship with the car is purely functional, as they feel no attachment to it as a status symbol and are highly frustrated by the hassles of traffic and parking. They are profoundly unfamiliar with the public transport system, viewing it as impractical for carrying items and disagreeing with its potential to improve the city. The person strongly prefers direct, seamless journeys and dislikes the inconvenience of transferring between different modes of transport. While they are comfortable traveling near strangers, their lack of knowledge and perceived practical barriers, rather than social anxiety, cement their car dependency."
10360464,"This person is a deeply habitual and lifelong public transport user who likely does not own or regularly use a car. They feel captive to their current mode of transport, perceiving a lack of alternatives, even though they frequently reconsider their travel options. As an experienced user, they are highly competent, knowing schedules by heart and feeling confident in navigating their regular routes. The person values their travel time as a useful transition and prefers simple, direct journeys, disliking the need to change transport modes. While they hold a positive, pro-social view of public transit, they rely on family for occasional trips that fall outside their established routine."
10360465,"This person is a captive car user who feels they have no viable alternative to their current mode of transport. They value the car for the freedom and punctuality it provides, believing it is essential for accomplishing their activities, especially when traveling with children or carrying items. They have a distant and negative perception of public transportation, finding it restrictive, difficult to use, and showing little familiarity with its routes or schedules. Despite feeling constrained, this person frequently reconsiders their mode choice, indicating a potential openness to alternatives if they were perceived as more practical. Their preference for direct, single-mode trips and a dislike for transfers further solidifies their reliance on a private vehicle."
10360475,"This person is a reluctant and constrained traveler, likely a car user, who feels they have no viable alternative to their current mode of transport. They hold a positive attitude towards public transit and dislike the negative aspects of driving like traffic and parking, yet they are locked into their routine by practical barriers. The primary deterrents from using public transport are its perceived inflexibility, the belief it would limit their activities, and the difficulty of traveling with children or luggage. Despite a history of using public transport, they currently lack detailed knowledge of routes and schedules, making a switch more difficult. Ultimately, their commute is a negative and unproductive experience that interferes with their life, fueling a frequent but currently unsuccessful reconsideration of their travel choices."
10360518,"This person is a pragmatic and habitual car user who feels captive to this mode, strongly believing they have no viable alternative for their travel needs. Their reliance on the car stems from a perceived need for flexibility and reliability, as they believe using public transport would restrict their activities and dislike the inconvenience of transfers. Despite their car dependency, they hold a positive ideological view of public transport's role in the city and do not see their car as a status symbol. They are a confident, digitally-savvy traveler who uses the internet to check schedules, but they lack deep, ingrained knowledge of the public transport system from regular use. The absence of a regular work commute suggests their travel patterns are for non-work activities, where the car's ability to handle complex trips with baggage is perceived as a key advantage."
10360519,"This person is a captive user of their current transport mode, feeling they have no alternative and therefore rarely reconsidering their choice. They perceive their necessary travel negatively, viewing it as an unproductive burden that interferes with other life activities. While likely a public transport user, their behavior suggests non-routine travel, as they rely on the internet for schedules rather than knowing them by heart and are not bothered by traffic. The person pragmatically recognizes the car's advantages in flexibility and punctuality but is deterred by the hassle of parking. Socially comfortable traveling near strangers, they maintain a crucial backup option by relying on family for rides when needed."
