ID,INFOR,CHOICE
10360009,"The trip distance is 9.0 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 29 minutes, and the travel cost is 6.2 CHF with a total of 1 transfer. 2. Driving: travel time is 9 minutes, and the travel cost is 1.32 CHF. 3. Soft modes is free of charge. Traveler is 69 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 4 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
10360009,"The trip distance is 0.8 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 0 minutes, and the travel cost is 0.0 CHF with a total of 0 transfer. 2. Driving: travel time is 1 minutes, and the travel cost is 0.2 CHF. 3. Soft modes is free of charge. Traveler is 69 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 4 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",2
10360009,"The trip distance is 11.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 71 minutes, and the travel cost is 4.8 CHF with a total of 2 transfers. 2. Driving: travel time is 14 minutes, and the travel cost is 1.52 CHF. 3. Soft modes is free of charge. Traveler is 69 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 4 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
10360009,"The trip distance is 3.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 90 minutes, and the travel cost is 6.2 CHF with a total of 3 transfers. 2. Driving: travel time is 5 minutes, and the travel cost is 0.6 CHF. 3. Soft modes is free of charge. Traveler is 69 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 4 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
10360011,"The trip distance is 44.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 180 minutes, and the travel cost is 26.4 CHF with a total of 4 transfers. 2. Driving: travel time is 45 minutes, and the travel cost is 6.35 CHF. 3. Soft modes is free of charge. Traveler is 56 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360011,"The trip distance is 135.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 312 minutes, and the travel cost is 59.6 CHF with a total of 10 transfers. 2. Driving: travel time is 93 minutes, and the travel cost is 20.1 CHF. 3. Soft modes is free of charge. Traveler is 56 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360013,"The trip distance is 20.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 181 minutes, and the travel cost is 16.2 CHF with a total of 4 transfers. 2. Driving: travel time is 24 minutes, and the travel cost is 2.97 CHF. 3. Soft modes is free of charge. Traveler is 42 year old, male, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 4 bicycles and always has a car to go out.",1
10360014,"The trip distance is 28.0 km, and trip purpose is going out (with friends, restaurant, cinema, theater). There are three travel mode for traveler to choose: 1. Public transport: travel time is 95 minutes, and the travel cost is 9.6 CHF with a total of 2 transfers. 2. Driving: travel time is 27 minutes, and the travel cost is 4.07 CHF. 3. Soft modes is free of charge. Traveler is 42 year old, male, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 4 bicycles and always has a car to go out.",1
10360016,"The trip distance is 22.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 184 minutes, and the travel cost is 20.0 CHF with a total of 2 transfers. 2. Driving: travel time is 30 minutes, and the travel cost is 3.68 CHF. 3. Soft modes is free of charge. Traveler is 44 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 1 bicycle and always has a car to go out.",1
10360023,"The trip distance is 7.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 162 minutes, and the travel cost is 8.8 CHF with a total of 2 transfers. 2. Driving: travel time is 10 minutes, and the travel cost is 1.12 CHF. 3. Soft modes is free of charge. Traveler is 17 year old, female, with a compulsory education diploma and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 6 bicycles and never has a car to go out.",1
10360023,"The trip distance is 16.5 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 111 minutes, and the travel cost is 9.6 CHF with a total of 3 transfers. 2. Driving: travel time is 19 minutes, and the travel cost is 2.06 CHF. 3. Soft modes is free of charge. Traveler is 17 year old, female, with a compulsory education diploma and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 6 bicycles and never has a car to go out.",1
10360023,"The trip distance is 11.0 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 182 minutes, and the travel cost is 12.4 CHF with a total of 5 transfers. 2. Driving: travel time is 12 minutes, and the travel cost is 1.35 CHF. 3. Soft modes is free of charge. Traveler is 17 year old, female, with a compulsory education diploma and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 6 bicycles and never has a car to go out.",1
10360024,"The trip distance is 24.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 200 minutes, and the travel cost is 30.4 CHF with a total of 5 transfers. 2. Driving: travel time is 26 minutes, and the travel cost is 3.34 CHF. 3. Soft modes is free of charge. Traveler is 51 year old, male, with a generalist secondary education diploma (3-year program, ECG) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 5 bicycles and always has a car to go out.",1
10360035,"The trip distance is 30.0 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 118 minutes, and the travel cost is 11.0 CHF with a total of 4 transfers. 2. Driving: travel time is 33 minutes, and the travel cost is 4.7 CHF. 3. Soft modes is free of charge. Traveler is 54 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 3 cars, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360095,"The trip distance is 15.0 km, and trip purpose is professional trip. There are three travel mode for traveler to choose: 1. Public transport: travel time is 50 minutes, and the travel cost is 4.8 CHF with a total of 1 transfer. 2. Driving: travel time is 16 minutes, and the travel cost is 2.35 CHF. 3. Soft modes is free of charge. Traveler is 30 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 2 motorcycles, 2 bicycles and always has a car to go out.",1
10360095,"The trip distance is 16.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 63 minutes, and the travel cost is 4.8 CHF with a total of 2 transfers. 2. Driving: travel time is 16 minutes, and the travel cost is 2.32 CHF. 3. Soft modes is free of charge. Traveler is 30 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 2 motorcycles, 2 bicycles and always has a car to go out.",1
10360113,"The trip distance is 14.2 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 145 minutes, and the travel cost is 14.0 CHF with a total of 5 transfers. 2. Driving: travel time is 14 minutes, and the travel cost is 1.81 CHF. 3. Soft modes is free of charge. Traveler is 53 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 3 cars, 2 motorcycles, 3 bicycles and always has a car to go out.",1
10360122,"The trip distance is 31.0 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 153 minutes, and the travel cost is 21.0 CHF with a total of 5 transfers. 2. Driving: travel time is 33 minutes, and the travel cost is 4.38 CHF. 3. Soft modes is free of charge. Traveler is 71 year old, male, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 2 cars, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360139,"The trip distance is 31.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 135 minutes, and the travel cost is 15.6 CHF with a total of 4 transfers. 2. Driving: travel time is 33 minutes, and the travel cost is 4.46 CHF. 3. Soft modes is free of charge. Traveler is 46 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is more than 10001 CHF. The person's household owns 2 cars, 1 motorcycle, 3 bicycles and always has a car to go out.",1
10360139,"The trip distance is 1.4 km, and trip purpose is cultural activity or sport. There are three travel mode for traveler to choose: 1. Public transport: travel time is 0 minutes, and the travel cost is 0.0 CHF with a total of 0 transfer. 2. Driving: travel time is 2 minutes, and the travel cost is 0.49 CHF. 3. Soft modes is free of charge. Traveler is 46 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is more than 10001 CHF. The person's household owns 2 cars, 1 motorcycle, 3 bicycles and always has a car to go out.",1
10360159,"The trip distance is 22.5 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 232 minutes, and the travel cost is 11.8 CHF with a total of 2 transfers. 2. Driving: travel time is 29 minutes, and the travel cost is 3.2 CHF. 3. Soft modes is free of charge. Traveler is 42 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360159,"The trip distance is 0.4 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 0 minutes, and the travel cost is 0.0 CHF with a total of 0 transfer. 2. Driving: travel time is 1 minutes, and the travel cost is 0.2 CHF. 3. Soft modes is free of charge. Traveler is 42 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 2 bicycles and always has a car to go out.",2
10360162,"The trip distance is 3.5 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 98 minutes, and the travel cost is 3.0 CHF with a total of 2 transfers. 2. Driving: travel time is 5 minutes, and the travel cost is 0.6 CHF. 3. Soft modes is free of charge. Traveler is 70 year old, male, with a compulsory education diploma and the person's household monthly income is from 2501 to 4000 CHF. The person's household owns 1 car, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360162,"The trip distance is 0.7 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 11 minutes, and the travel cost is 2.2 CHF with a total of 0 transfer. 2. Driving: travel time is 2 minutes, and the travel cost is 0.21 CHF. 3. Soft modes is free of charge. Traveler is 70 year old, male, with a compulsory education diploma and the person's household monthly income is from 2501 to 4000 CHF. The person's household owns 1 car, 0 motorcycle, 2 bicycles and always has a car to go out.",2
10360162,"The trip distance is 1.1 km, and trip purpose is going out (with friends, restaurant, cinema, theater). There are three travel mode for traveler to choose: 1. Public transport: travel time is 15 minutes, and the travel cost is 0.0 CHF with a total of 0 transfer. 2. Driving: travel time is 3 minutes, and the travel cost is 0.46 CHF. 3. Soft modes is free of charge. Traveler is 70 year old, male, with a compulsory education diploma and the person's household monthly income is from 2501 to 4000 CHF. The person's household owns 1 car, 0 motorcycle, 2 bicycles and always has a car to go out.",2
10360177,"The trip distance is 16.5 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 131 minutes, and the travel cost is 12.4 CHF with a total of 2 transfers. 2. Driving: travel time is 15 minutes, and the travel cost is 2.32 CHF. 3. Soft modes is free of charge. Traveler is 34 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 2 bicycles and always has a car to go out.",1
10360177,"The trip distance is 54.0 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 213 minutes, and the travel cost is 24.8 CHF with a total of 5 transfers. 2. Driving: travel time is 39 minutes, and the travel cost is 7.06 CHF. 3. Soft modes is free of charge. Traveler is 34 year old, male, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 2 bicycles and always has a car to go out.",1
10360193,"The trip distance is 32.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 159 minutes, and the travel cost is 43.2 CHF with a total of 5 transfers. 2. Driving: travel time is 28 minutes, and the travel cost is 4.61 CHF. 3. Soft modes is free of charge. Traveler is 37 year old, male, with an academic Bachelor’s or Master’s degree from a university or institute of technology and the person's household monthly income is more than 10001 CHF. The person's household owns 2 cars, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360195,"The trip distance is 51.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 194 minutes, and the travel cost is 19.2 CHF with a total of 5 transfers. 2. Driving: travel time is 47 minutes, and the travel cost is 6.98 CHF. 3. Soft modes is free of charge. Traveler is 52 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
10360196,"The trip distance is 27.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 126 minutes, and the travel cost is 13.2 CHF with a total of 4 transfers. 2. Driving: travel time is 26 minutes, and the travel cost is 3.68 CHF. 3. Soft modes is free of charge. Traveler is 52 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
10360212,"The trip distance is 16.0 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 61 minutes, and the travel cost is 6.2 CHF with a total of 3 transfers. 2. Driving: travel time is 15 minutes, and the travel cost is 2.39 CHF. 3. Soft modes is free of charge. Traveler is 59 year old, male, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360212,"The trip distance is 6.5 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 73 minutes, and the travel cost is 6.2 CHF with a total of 2 transfers. 2. Driving: travel time is 8 minutes, and the travel cost is 0.87 CHF. 3. Soft modes is free of charge. Traveler is 59 year old, male, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 2 cars, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360217,"The trip distance is 29.0 km, and trip purpose is studying. There are three travel mode for traveler to choose: 1. Public transport: travel time is 81 minutes, and the travel cost is 8.8 CHF with a total of 3 transfers. 2. Driving: travel time is 32 minutes, and the travel cost is 4.37 CHF. 3. Soft modes is free of charge. Traveler is 19 year old, female, with a generalist secondary education diploma (3-year program, ECG) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 3 bicycles and never has a car to go out.",0
10360225,"The trip distance is 16.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 60 minutes, and the travel cost is 4.8 CHF with a total of 2 transfers. 2. Driving: travel time is 17 minutes, and the travel cost is 2.45 CHF. 3. Soft modes is free of charge. Traveler is 60 year old, female, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 1 car, 0 motorcycle, 3 bicycles and always has a car to go out.",1
10360225,"The trip distance is 97.0 km, and trip purpose is shopping. There are three travel mode for traveler to choose: 1. Public transport: travel time is 228 minutes, and the travel cost is 77.8 CHF with a total of 4 transfers. 2. Driving: travel time is 64 minutes, and the travel cost is 12.8 CHF. 3. Soft modes is free of charge. Traveler is 60 year old, female, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 1 car, 0 motorcycle, 3 bicycles and always has a car to go out.",1
10360225,"The trip distance is 298.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 269 minutes, and the travel cost is 89.2 CHF with a total of 2 transfers. 2. Driving: travel time is 180 minutes, and the travel cost is 38.61 CHF. 3. Soft modes is free of charge. Traveler is 60 year old, female, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 8001 to 10000 CHF. The person's household owns 1 car, 0 motorcycle, 3 bicycles and always has a car to go out.",1
10360235,"The trip distance is 67.0 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 219 minutes, and the travel cost is 38.4 CHF with a total of 4 transfers. 2. Driving: travel time is 49 minutes, and the travel cost is 9.04 CHF. 3. Soft modes is free of charge. Traveler is 61 year old, male, with a generalist secondary education diploma (3-year program, ECG) and the person's household monthly income is more than 10001 CHF. The person's household owns 3 cars, 1 motorcycle, 5 bicycles and always has a car to go out.",1
10360236,"The trip distance is 32.5 km, and trip purpose is work. There are three travel mode for traveler to choose: 1. Public transport: travel time is 193 minutes, and the travel cost is 15.8 CHF with a total of 3 transfers. 2. Driving: travel time is 40 minutes, and the travel cost is 5.03 CHF. 3. Soft modes is free of charge. Traveler is 48 year old, female, with a generalist secondary education diploma (3-year program, ECG) and the person's household monthly income is more than 10001 CHF. The person's household owns 3 cars, 1 motorcycle, 5 bicycles and always has a car to go out.",1
10360266,"The trip distance is 15.5 km, and trip purpose is cultural activity or sport. There are three travel mode for traveler to choose: 1. Public transport: travel time is 74 minutes, and the travel cost is 7.8 CHF with a total of 1 transfer. 2. Driving: travel time is 22 minutes, and the travel cost is 2.46 CHF. 3. Soft modes is free of charge. Traveler is 72 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360266,"The trip distance is 9.0 km, and trip purpose is driving someone. There are three travel mode for traveler to choose: 1. Public transport: travel time is 162 minutes, and the travel cost is 6.0 CHF with a total of 3 transfers. 2. Driving: travel time is 14 minutes, and the travel cost is 1.58 CHF. 3. Soft modes is free of charge. Traveler is 72 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360266,"The trip distance is 30.0 km, and trip purpose is going out (with friends, restaurant, cinema, theater). There are three travel mode for traveler to choose: 1. Public transport: travel time is 84 minutes, and the travel cost is 11.0 CHF with a total of 2 transfers. 2. Driving: travel time is 34 minutes, and the travel cost is 4.7 CHF. 3. Soft modes is free of charge. Traveler is 72 year old, female, with a general baccalaureate diploma (Maturité) and the person's household monthly income is from 4001 to 6000 CHF. The person's household owns 1 car, 0 motorcycle, 0 bicycle and always has a car to go out.",1
10360284,"The trip distance is 34.0 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 162 minutes, and the travel cost is 14.0 CHF with a total of 6 transfers. 2. Driving: travel time is 33 minutes, and the travel cost is 4.63 CHF. 3. Soft modes is free of charge. Traveler is 66 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360284,"The trip distance is 21.6 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 151 minutes, and the travel cost is 9.6 CHF with a total of 2 transfers. 2. Driving: travel time is 28 minutes, and the travel cost is 3.28 CHF. 3. Soft modes is free of charge. Traveler is 66 year old, female, with a vocational education diploma (Federal Certificate of Capacity – CFC) and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 0 motorcycle, 2 bicycles and always has a car to go out.",1
10360285,"The trip distance is 29.0 km, and trip purpose is personal business. There are three travel mode for traveler to choose: 1. Public transport: travel time is 176 minutes, and the travel cost is 11.0 CHF with a total of 2 transfers. 2. Driving: travel time is 30 minutes, and the travel cost is 4.49 CHF. 3. Soft modes is free of charge. Traveler is 39 year old, female, with a Bachelor’s or Master’s degree from a university of applied sciences or professional school and the person's household monthly income is from 6001 to 8000 CHF. The person's household owns 2 cars, 1 motorcycle, 4 bicycles and always has a car to go out.",1
