ID,INFOR,CHOICE
6,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 95, 'Car': 70, 'Swissmetro': 49}, Travel cost: {'Train': 35, 'Car': 28, 'Swissmetro': 40}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, female, between 39 and 54 years old and income over 100000 CHF per year. ",2
6,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 95, 'Car': 70, 'Swissmetro': 46}, Travel cost: {'Train': 29, 'Car': 45, 'Swissmetro': 35}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, female, between 39 and 54 years old and income over 100000 CHF per year. ",2
6,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 102, 'Car': 70, 'Swissmetro': 53}, Travel cost: {'Train': 35, 'Car': 45, 'Swissmetro': 46}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, female, between 39 and 54 years old and income over 100000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 87, 'Car': 117, 'Swissmetro': 32}, Travel cost: {'Train': 42, 'Car': 140, 'Swissmetro': 49}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 80, 'Car': 117, 'Swissmetro': 29}, Travel cost: {'Train': 42, 'Car': 182, 'Swissmetro': 46}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 101, 'Car': 117, 'Swissmetro': 36}, Travel cost: {'Train': 42, 'Car': 112, 'Swissmetro': 56}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 80, 'Car': 72, 'Swissmetro': 32}, Travel cost: {'Train': 35, 'Car': 112, 'Swissmetro': 49}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 101, 'Car': 90, 'Swissmetro': 32}, Travel cost: {'Train': 31, 'Car': 182, 'Swissmetro': 38}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 87, 'Car': 90, 'Swissmetro': 29}, Travel cost: {'Train': 31, 'Car': 112, 'Swissmetro': 46}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 80, 'Car': 72, 'Swissmetro': 36}, Travel cost: {'Train': 42, 'Car': 140, 'Swissmetro': 56}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",1
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 80, 'Car': 90, 'Swissmetro': 36}, Travel cost: {'Train': 31, 'Car': 140, 'Swissmetro': 40}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
7,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 101, 'Car': 72, 'Swissmetro': 29}, Travel cost: {'Train': 35, 'Car': 140, 'Swissmetro': 43}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income under 50000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 109, 'Car': 130, 'Swissmetro': 56}, Travel cost: {'Train': 26, 'Car': 30, 'Swissmetro': 34}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 100, 'Car': 130, 'Swissmetro': 53}, Travel cost: {'Train': 26, 'Car': 39, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 126, 'Car': 130, 'Swissmetro': 60}, Travel cost: {'Train': 26, 'Car': 24, 'Swissmetro': 40}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 100, 'Car': 80, 'Swissmetro': 56}, Travel cost: {'Train': 22, 'Car': 24, 'Swissmetro': 35}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",3
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 126, 'Car': 100, 'Swissmetro': 56}, Travel cost: {'Train': 20, 'Car': 39, 'Swissmetro': 24}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 109, 'Car': 100, 'Swissmetro': 53}, Travel cost: {'Train': 20, 'Car': 24, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",3
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 100, 'Car': 80, 'Swissmetro': 60}, Travel cost: {'Train': 26, 'Car': 30, 'Swissmetro': 40}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",3
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 100, 'Car': 100, 'Swissmetro': 60}, Travel cost: {'Train': 20, 'Car': 30, 'Swissmetro': 26}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
8,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 126, 'Car': 80, 'Swissmetro': 53}, Travel cost: {'Train': 22, 'Car': 30, 'Swissmetro': 28}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 54 and 65 years old and income over 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 116, 'Car': 60, 'Swissmetro': 53}, Travel cost: {'Train': 24, 'Car': 32, 'Swissmetro': 28}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 116, 'Car': 78, 'Swissmetro': 46}, Travel cost: {'Train': 22, 'Car': 40, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 116, 'Car': 78, 'Swissmetro': 49}, Travel cost: {'Train': 24, 'Car': 52, 'Swissmetro': 36}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 95, 'Car': 48, 'Swissmetro': 46}, Travel cost: {'Train': 22, 'Car': 52, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 102, 'Car': 78, 'Swissmetro': 46}, Travel cost: {'Train': 24, 'Car': 32, 'Swissmetro': 29}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 102, 'Car': 48, 'Swissmetro': 46}, Travel cost: {'Train': 29, 'Car': 32, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 102, 'Car': 48, 'Swissmetro': 49}, Travel cost: {'Train': 22, 'Car': 40, 'Swissmetro': 25}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 102, 'Car': 60, 'Swissmetro': 49}, Travel cost: {'Train': 24, 'Car': 40, 'Swissmetro': 36}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
9,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 116, 'Car': 48, 'Swissmetro': 49}, Travel cost: {'Train': 29, 'Car': 52, 'Swissmetro': 35}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 24 and 39 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 130, 'Car': 91, 'Swissmetro': 77}, Travel cost: {'Train': 31, 'Car': 100, 'Swissmetro': 38}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 118, 'Car': 91, 'Swissmetro': 74}, Travel cost: {'Train': 31, 'Car': 130, 'Swissmetro': 36}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 153, 'Car': 91, 'Swissmetro': 81}, Travel cost: {'Train': 31, 'Car': 80, 'Swissmetro': 43}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 118, 'Car': 56, 'Swissmetro': 77}, Travel cost: {'Train': 26, 'Car': 80, 'Swissmetro': 38}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",1
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 153, 'Car': 70, 'Swissmetro': 77}, Travel cost: {'Train': 23, 'Car': 130, 'Swissmetro': 28}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 130, 'Car': 70, 'Swissmetro': 74}, Travel cost: {'Train': 23, 'Car': 80, 'Swissmetro': 35}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 118, 'Car': 56, 'Swissmetro': 81}, Travel cost: {'Train': 31, 'Car': 100, 'Swissmetro': 43}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 118, 'Car': 70, 'Swissmetro': 81}, Travel cost: {'Train': 23, 'Car': 100, 'Swissmetro': 29}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",1
14,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 153, 'Car': 56, 'Swissmetro': 74}, Travel cost: {'Train': 26, 'Car': 100, 'Swissmetro': 32}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 208, 'Car': 190, 'Swissmetro': 79}, Travel cost: {'Train': 62, 'Car': 80, 'Swissmetro': 66}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 208, 'Car': 247, 'Swissmetro': 71}, Travel cost: {'Train': 62, 'Car': 130, 'Swissmetro': 80}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 208, 'Car': 247, 'Swissmetro': 65}, Travel cost: {'Train': 56, 'Car': 100, 'Swissmetro': 74}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 165, 'Car': 152, 'Swissmetro': 65}, Travel cost: {'Train': 56, 'Car': 130, 'Swissmetro': 74}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 179, 'Car': 247, 'Swissmetro': 65}, Travel cost: {'Train': 62, 'Car': 80, 'Swissmetro': 70}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
16,"The travel time and cost for each mode is expressed as the following dictionary format: {Travel time: {'Train': 179, 'Car': 152, 'Swissmetro': 71}, Travel cost: {'Train': 56, 'Car': 100, 'Swissmetro': 62}}. With cost in CHF, time in minutes. The travel purpose is Commuter and ticket is Two way with half price card. The person is a regular Train user, male, between 39 and 54 years old and income between 50000 and 100000 CHF per year. ",2
